,Airlines,Travel_date,From,To,Departuretime,Arrivaltime,Stops,Price
8,IndiGo,15/04/2022,NewDelhi,Bengaluru,02:30,05:20,Nonstop,"4500"
9,IndiGo,15/04/2022,NewDelhi,Bengaluru,04:15,07:00,Nonstop,"4500"
10,IndiGo,15/04/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
11,GoFirst,15/04/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
12,IndiGo,15/04/2022,NewDelhi,Bengaluru,07:20,10:10,Nonstop,"4500"
13,AirAsia,15/04/2022,NewDelhi,Bengaluru,08:00,10:40,Nonstop,"4500"
14,IndiGo,15/04/2022,NewDelhi,Bengaluru,08:20,11:05,Nonstop,"4500"
15,IndiGo,15/04/2022,NewDelhi,Bengaluru,09:15,12:00,Nonstop,"4500"
16,AirAsia,15/04/2022,NewDelhi,Bengaluru,09:35,12:25,Nonstop,"4500"
17,IndiGo,15/04/2022,NewDelhi,Bengaluru,12:00,14:45,Nonstop,"4500"
18,IndiGo,15/04/2022,NewDelhi,Bengaluru,15:30,18:15,Nonstop,"4500"
19,IndiGo,15/04/2022,NewDelhi,Bengaluru,18:20,21:15,Nonstop,"4500"
20,IndiGo,15/04/2022,NewDelhi,Bengaluru,19:30,22:25,Nonstop,"4500"
21,GoFirst,15/04/2022,NewDelhi,Bengaluru,20:30,23:25,Nonstop,"4500"
22,AirAsia,15/04/2022,NewDelhi,Bengaluru,20:45,23:35,Nonstop,"4500"
23,AirAsia,15/04/2022,NewDelhi,Bengaluru,21:25,00:15,Nonstop,"4500"
24,IndiGo,15/04/2022,NewDelhi,Bengaluru,22:50,01:35,Nonstop,"4500"
25,Vistara,15/04/2022,NewDelhi,Bengaluru,06:15,09:00,Nonstop,"4501"
26,Vistara,15/04/2022,NewDelhi,Bengaluru,08:05,10:50,Nonstop,"4501"
27,Vistara,15/04/2022,NewDelhi,Bengaluru,09:05,11:50,Nonstop,"4501"
28,Vistara,15/04/2022,NewDelhi,Bengaluru,14:15,17:05,Nonstop,"4501"
29,Vistara,15/04/2022,NewDelhi,Bengaluru,16:05,18:50,Nonstop,"4501"
30,Vistara,15/04/2022,NewDelhi,Bengaluru,17:35,20:25,Nonstop,"4501"
31,Vistara,15/04/2022,NewDelhi,Bengaluru,19:50,22:40,Nonstop,"4501"
32,Vistara,15/04/2022,NewDelhi,Bengaluru,20:40,23:20,Nonstop,"4501"
33,AirIndia,15/04/2022,NewDelhi,Bengaluru,07:10,13:15,1stopviaHyderabad,"4527"
34,AirIndia,15/04/2022,NewDelhi,Bengaluru,07:10,13:15,1stopviaHyderabad,"4527"
35,AirIndia,15/04/2022,NewDelhi,Bengaluru,10:00,18:20,1stopviaMumbai,"4545"
36,AirIndia,15/04/2022,NewDelhi,Bengaluru,08:00,18:20,1stopviaMumbai,"4545"
37,AirIndia,15/04/2022,NewDelhi,Bengaluru,20:00,07:45,1stopviaMumbai,"4545"
38,IndiGo,15/04/2022,NewDelhi,Bengaluru,06:05,14:25,1stopviaJaipur,"4740"
39,AirAsia,15/04/2022,NewDelhi,Bengaluru,18:35,21:30,Nonstop,"4748"
40,IndiGo,15/04/2022,NewDelhi,Bengaluru,21:20,00:05,Nonstop,"4748"
41,GoFirst,15/04/2022,NewDelhi,Bengaluru,20:55,07:05,1stopviaHyderabad,"4812"
42,GoFirst,15/04/2022,NewDelhi,Bengaluru,20:55,07:05,1stopviaHyderabad,"4812"
43,GoFirst,15/04/2022,NewDelhi,Bengaluru,02:40,07:45,1stopviaMumbai,"4837"
44,GoFirst,15/04/2022,NewDelhi,Bengaluru,10:55,16:30,1stopviaMumbai,"4837"
45,GoFirst,15/04/2022,NewDelhi,Bengaluru,18:20,00:10,1stopviaMumbai,"4837"
46,SpiceJet,15/04/2022,NewDelhi,Bengaluru,06:15,08:50,Nonstop,"4931"
47,SpiceJet,15/04/2022,NewDelhi,Bengaluru,16:35,19:45,Nonstop,"4931"
48,SpiceJet,15/04/2022,NewDelhi,Bengaluru,20:35,23:20,Nonstop,"4931"
49,AirIndia,15/04/2022,NewDelhi,Bengaluru,17:15,22:15,1stopviaHyderabad,"4958"
50,AirIndia,15/04/2022,NewDelhi,Bengaluru,17:15,22:15,1stopviaHyderabad,"4958"
51,IndiGo,15/04/2022,NewDelhi,Bengaluru,07:55,13:10,1stopviaHyderabad,"5142"
52,IndiGo,15/04/2022,NewDelhi,Bengaluru,06:40,13:10,1stopviaHyderabad,"5142"
53,IndiGo,15/04/2022,NewDelhi,Bengaluru,13:00,18:05,1stopviaHyderabad,"5142"
54,IndiGo,15/04/2022,NewDelhi,Bengaluru,17:40,23:35,1stopviaHyderabad,"5142"
55,IndiGo,15/04/2022,NewDelhi,Bengaluru,19:30,01:00,1stopviaHyderabad,"5142"
56,Vistara,15/04/2022,NewDelhi,Bengaluru,06:00,10:45,1stopviaMumbai,"5149"
57,Vistara,15/04/2022,NewDelhi,Bengaluru,14:45,19:30,1stopviaHyderabad,"5246"
58,AirAsia,15/04/2022,NewDelhi,Bengaluru,16:05,20:40,1stopviaPune,"5246"
59,AirAsia,15/04/2022,NewDelhi,Bengaluru,15:25,20:40,1stopviaPune,"5246"
60,Vistara,15/04/2022,NewDelhi,Bengaluru,12:50,17:45,1stopviaMumbai,"5372"
61,Vistara,15/04/2022,NewDelhi,Bengaluru,11:40,17:45,1stopviaMumbai,"5372"
62,Vistara,15/04/2022,NewDelhi,Bengaluru,14:20,19:15,1stopviaMumbai,"5372"
63,Vistara,15/04/2022,NewDelhi,Bengaluru,15:30,20:55,1stopviaMumbai,"5372"
64,Vistara,15/04/2022,NewDelhi,Bengaluru,17:45,22:50,1stopviaMumbai,"5772"
65,IndiGo,15/04/2022,NewDelhi,Bengaluru,13:50,19:00,1stopviaVadodara,"5805"
66,GoFirst,15/04/2022,NewDelhi,Bengaluru,14:00,19:05,1stopviaPune,"6037"
67,AirIndia,15/04/2022,NewDelhi,Bengaluru,13:30,16:15,Nonstop,"6107"
68,GoFirst,15/04/2022,NewDelhi,Bengaluru,10:20,14:50,1stopviaVaranasi,"6315"
69,GoFirst,15/04/2022,NewDelhi,Bengaluru,10:40,15:00,1stopviaGoa,"8093"
0,AirIndia,30/04/2022,NewDelhi,Bengaluru,09:45,22:15,1stopviaHyderabad,"3831"
1,AirIndia,30/04/2022,NewDelhi,Bengaluru,09:45,22:15,1stopviaHyderabad,"3831"
2,AirIndia,30/04/2022,NewDelhi,Bengaluru,07:10,13:15,1stopviaHyderabad,"4030"
3,AirIndia,30/04/2022,NewDelhi,Bengaluru,10:00,18:20,1stopviaMumbai,"4230"
4,AirIndia,30/04/2022,NewDelhi,Bengaluru,09:00,18:20,1stopviaMumbai,"4230"
5,AirIndia,30/04/2022,NewDelhi,Bengaluru,08:00,18:20,1stopviaMumbai,"4230"
6,AirIndia,30/04/2022,NewDelhi,Bengaluru,07:00,18:20,1stopviaMumbai,"4230"
7,AirIndia,30/04/2022,NewDelhi,Bengaluru,17:50,07:45,"2stopviaAurangabad,Mumbai","4230"
8,AirIndia,30/04/2022,NewDelhi,Bengaluru,17:15,22:15,1stopviaHyderabad,"4251"
9,AirIndia,30/04/2022,NewDelhi,Bengaluru,06:10,08:55,Nonstop,"4427"
10,AirIndia,30/04/2022,NewDelhi,Bengaluru,09:45,12:30,Nonstop,"4427"
11,AirIndia,30/04/2022,NewDelhi,Bengaluru,21:15,00:05,Nonstop,"4427"
12,IndiGo,30/04/2022,NewDelhi,Bengaluru,02:30,05:20,Nonstop,"4500"
13,IndiGo,30/04/2022,NewDelhi,Bengaluru,04:15,07:00,Nonstop,"4500"
14,IndiGo,30/04/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
15,GoFirst,30/04/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
16,IndiGo,30/04/2022,NewDelhi,Bengaluru,07:20,10:10,Nonstop,"4500"
17,AirAsia,30/04/2022,NewDelhi,Bengaluru,08:00,10:40,Nonstop,"4500"
18,IndiGo,30/04/2022,NewDelhi,Bengaluru,08:20,11:05,Nonstop,"4500"
19,IndiGo,30/04/2022,NewDelhi,Bengaluru,09:15,12:00,Nonstop,"4500"
20,AirAsia,30/04/2022,NewDelhi,Bengaluru,09:35,12:25,Nonstop,"4500"
21,IndiGo,30/04/2022,NewDelhi,Bengaluru,12:00,14:45,Nonstop,"4500"
22,IndiGo,30/04/2022,NewDelhi,Bengaluru,15:30,18:15,Nonstop,"4500"
23,IndiGo,30/04/2022,NewDelhi,Bengaluru,18:20,21:15,Nonstop,"4500"
24,AirAsia,30/04/2022,NewDelhi,Bengaluru,18:35,21:30,Nonstop,"4500"
25,IndiGo,30/04/2022,NewDelhi,Bengaluru,19:30,22:25,Nonstop,"4500"
26,GoFirst,30/04/2022,NewDelhi,Bengaluru,20:30,23:25,Nonstop,"4500"
27,AirAsia,30/04/2022,NewDelhi,Bengaluru,20:45,23:35,Nonstop,"4500"
28,IndiGo,30/04/2022,NewDelhi,Bengaluru,21:20,00:05,Nonstop,"4500"
29,AirAsia,30/04/2022,NewDelhi,Bengaluru,21:25,00:15,Nonstop,"4500"
30,IndiGo,30/04/2022,NewDelhi,Bengaluru,22:50,01:35,Nonstop,"4500"
31,Vistara,30/04/2022,NewDelhi,Bengaluru,06:15,09:00,Nonstop,"4501"
32,Vistara,30/04/2022,NewDelhi,Bengaluru,08:05,10:50,Nonstop,"4501"
33,Vistara,30/04/2022,NewDelhi,Bengaluru,09:05,11:50,Nonstop,"4501"
34,Vistara,30/04/2022,NewDelhi,Bengaluru,16:05,18:50,Nonstop,"4501"
35,Vistara,30/04/2022,NewDelhi,Bengaluru,17:35,20:25,Nonstop,"4501"
36,Vistara,30/04/2022,NewDelhi,Bengaluru,19:50,22:40,Nonstop,"4501"
37,Vistara,30/04/2022,NewDelhi,Bengaluru,20:40,23:20,Nonstop,"4501"
38,AirIndia,30/04/2022,NewDelhi,Bengaluru,19:00,07:45,1stopviaMumbai,"4545"
39,Vistara,30/04/2022,NewDelhi,Bengaluru,14:45,19:30,1stopviaHyderabad,"4627"
40,Vistara,30/04/2022,NewDelhi,Bengaluru,14:15,17:05,Nonstop,"4816"
41,GoFirst,30/04/2022,NewDelhi,Bengaluru,02:40,07:45,1stopviaMumbai,"4837"
42,GoFirst,30/04/2022,NewDelhi,Bengaluru,02:40,07:45,1stopviaMumbai,"4837"
43,GoFirst,30/04/2022,NewDelhi,Bengaluru,10:55,16:30,1stopviaMumbai,"4837"
44,GoFirst,30/04/2022,NewDelhi,Bengaluru,18:20,00:10,1stopviaMumbai,"4837"
45,AirIndia,30/04/2022,NewDelhi,Bengaluru,13:30,16:15,Nonstop,"4847"
46,SpiceJet,30/04/2022,NewDelhi,Bengaluru,06:15,08:50,Nonstop,"4931"
47,SpiceJet,30/04/2022,NewDelhi,Bengaluru,16:35,19:45,Nonstop,"4931"
48,SpiceJet,30/04/2022,NewDelhi,Bengaluru,20:35,23:20,Nonstop,"4931"
49,IndiGo,30/04/2022,NewDelhi,Bengaluru,07:55,13:10,1stopviaHyderabad,"5142"
50,IndiGo,30/04/2022,NewDelhi,Bengaluru,07:55,13:10,1stopviaHyderabad,"5142"
51,IndiGo,30/04/2022,NewDelhi,Bengaluru,06:40,13:10,1stopviaHyderabad,"5142"
52,IndiGo,30/04/2022,NewDelhi,Bengaluru,13:00,18:05,1stopviaHyderabad,"5142"
53,IndiGo,30/04/2022,NewDelhi,Bengaluru,17:40,23:35,1stopviaHyderabad,"5142"
54,IndiGo,30/04/2022,NewDelhi,Bengaluru,19:30,01:00,1stopviaHyderabad,"5142"
55,Vistara,30/04/2022,NewDelhi,Bengaluru,06:00,10:45,1stopviaMumbai,"5149"
56,AirAsia,30/04/2022,NewDelhi,Bengaluru,16:05,20:40,1stopviaPune,"5246"
57,AirAsia,30/04/2022,NewDelhi,Bengaluru,15:25,20:40,1stopviaPune,"5246"
58,IndiGo,30/04/2022,NewDelhi,Bengaluru,07:20,14:25,1stopviaJaipur,"5308"
59,Vistara,30/04/2022,NewDelhi,Bengaluru,12:50,17:45,1stopviaMumbai,"5372"
60,Vistara,30/04/2022,NewDelhi,Bengaluru,11:40,17:45,1stopviaMumbai,"5372"
61,Vistara,30/04/2022,NewDelhi,Bengaluru,14:20,19:15,1stopviaMumbai,"5372"
62,Vistara,30/04/2022,NewDelhi,Bengaluru,15:30,20:55,1stopviaMumbai,"5372"
63,Vistara,30/04/2022,NewDelhi,Bengaluru,17:45,22:50,1stopviaMumbai,"5772"
64,Vistara,30/04/2022,NewDelhi,Bengaluru,16:45,22:50,1stopviaMumbai,"5772"
65,GoFirst,30/04/2022,NewDelhi,Bengaluru,14:00,19:05,1stopviaPune,"6037"
66,IndiGo,30/04/2022,NewDelhi,Bengaluru,13:50,19:00,1stopviaVadodara,"6205"
67,GoFirst,30/04/2022,NewDelhi,Bengaluru,10:20,14:50,1stopviaVaranasi,"6315"
68,GoFirst,30/04/2022,NewDelhi,Bengaluru,10:40,15:00,1stopviaGoa,"6315"
0,AirIndia,15/05/2022,NewDelhi,Bengaluru,07:10,13:15,1stopviaHyderabad,"4030"
1,AirIndia,15/05/2022,NewDelhi,Bengaluru,07:10,13:15,1stopviaHyderabad,"4030"
2,AirIndia,15/05/2022,NewDelhi,Bengaluru,09:00,18:20,1stopviaMumbai,"4230"
3,AirIndia,15/05/2022,NewDelhi,Bengaluru,07:00,18:20,1stopviaMumbai,"4230"
4,AirIndia,15/05/2022,NewDelhi,Bengaluru,17:50,07:45,"2stopviaAurangabad,Mumbai","4230"
5,AirIndia,15/05/2022,NewDelhi,Bengaluru,06:10,08:55,Nonstop,"4427"
6,AirIndia,15/05/2022,NewDelhi,Bengaluru,09:45,12:30,Nonstop,"4427"
7,IndiGo,15/05/2022,NewDelhi,Bengaluru,02:30,05:20,Nonstop,"4500"
8,IndiGo,15/05/2022,NewDelhi,Bengaluru,04:15,07:00,Nonstop,"4500"
9,GoFirst,15/05/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
10,IndiGo,15/05/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
11,IndiGo,15/05/2022,NewDelhi,Bengaluru,07:20,10:10,Nonstop,"4500"
12,AirAsia,15/05/2022,NewDelhi,Bengaluru,08:00,10:40,Nonstop,"4500"
13,IndiGo,15/05/2022,NewDelhi,Bengaluru,08:20,11:05,Nonstop,"4500"
14,IndiGo,15/05/2022,NewDelhi,Bengaluru,09:15,12:00,Nonstop,"4500"
15,AirAsia,15/05/2022,NewDelhi,Bengaluru,09:35,12:25,Nonstop,"4500"
16,IndiGo,15/05/2022,NewDelhi,Bengaluru,12:00,14:45,Nonstop,"4500"
17,IndiGo,15/05/2022,NewDelhi,Bengaluru,18:20,21:15,Nonstop,"4500"
18,IndiGo,15/05/2022,NewDelhi,Bengaluru,19:30,22:25,Nonstop,"4500"
19,GoFirst,15/05/2022,NewDelhi,Bengaluru,20:30,23:25,Nonstop,"4500"
20,AirAsia,15/05/2022,NewDelhi,Bengaluru,20:45,23:35,Nonstop,"4500"
21,IndiGo,15/05/2022,NewDelhi,Bengaluru,21:20,00:05,Nonstop,"4500"
22,AirAsia,15/05/2022,NewDelhi,Bengaluru,21:25,00:15,Nonstop,"4500"
23,IndiGo,15/05/2022,NewDelhi,Bengaluru,22:50,01:35,Nonstop,"4500"
24,Vistara,15/05/2022,NewDelhi,Bengaluru,08:05,10:50,Nonstop,"4501"
25,Vistara,15/05/2022,NewDelhi,Bengaluru,09:05,11:50,Nonstop,"4501"
26,Vistara,15/05/2022,NewDelhi,Bengaluru,17:35,20:25,Nonstop,"4501"
27,Vistara,15/05/2022,NewDelhi,Bengaluru,19:50,22:40,Nonstop,"4501"
28,Vistara,15/05/2022,NewDelhi,Bengaluru,20:40,23:20,Nonstop,"4501"
29,AirIndia,15/05/2022,NewDelhi,Bengaluru,08:00,18:20,1stopviaMumbai,"4545"
30,IndiGo,15/05/2022,NewDelhi,Bengaluru,15:30,18:15,Nonstop,"4748"
31,AirAsia,15/05/2022,NewDelhi,Bengaluru,18:35,21:30,Nonstop,"4748"
32,GoFirst,15/05/2022,NewDelhi,Bengaluru,20:55,07:05,1stopviaHyderabad,"4812"
33,Vistara,15/05/2022,NewDelhi,Bengaluru,16:05,18:50,Nonstop,"4816"
34,GoFirst,15/05/2022,NewDelhi,Bengaluru,02:40,07:45,1stopviaMumbai,"4837"
35,GoFirst,15/05/2022,NewDelhi,Bengaluru,02:40,07:45,1stopviaMumbai,"4837"
36,GoFirst,15/05/2022,NewDelhi,Bengaluru,10:55,16:30,1stopviaMumbai,"4837"
37,GoFirst,15/05/2022,NewDelhi,Bengaluru,08:00,16:30,1stopviaMumbai,"4837"
38,GoFirst,15/05/2022,NewDelhi,Bengaluru,18:20,00:10,1stopviaMumbai,"4837"
39,AirIndia,15/05/2022,NewDelhi,Bengaluru,13:30,16:15,Nonstop,"4847"
40,AirIndia,15/05/2022,NewDelhi,Bengaluru,21:15,00:05,Nonstop,"4847"
41,AirIndia,15/05/2022,NewDelhi,Bengaluru,10:00,18:20,1stopviaMumbai,"4965"
42,AirIndia,15/05/2022,NewDelhi,Bengaluru,10:00,18:20,1stopviaMumbai,"4965"
43,AirIndia,15/05/2022,NewDelhi,Bengaluru,12:20,19:50,1stopviaLucknow,"5099"
44,IndiGo,15/05/2022,NewDelhi,Bengaluru,07:55,13:10,1stopviaHyderabad,"5142"
45,IndiGo,15/05/2022,NewDelhi,Bengaluru,06:40,13:10,1stopviaHyderabad,"5142"
46,IndiGo,15/05/2022,NewDelhi,Bengaluru,13:00,18:05,1stopviaHyderabad,"5142"
47,IndiGo,15/05/2022,NewDelhi,Bengaluru,19:30,01:00,1stopviaHyderabad,"5142"
48,AirAsia,15/05/2022,NewDelhi,Bengaluru,15:25,20:40,1stopviaPune,"5246"
49,IndiGo,15/05/2022,NewDelhi,Bengaluru,07:20,14:25,1stopviaJaipur,"5308"
50,IndiGo,15/05/2022,NewDelhi,Bengaluru,17:40,23:35,1stopviaHyderabad,"5351"
51,Vistara,15/05/2022,NewDelhi,Bengaluru,12:50,17:45,1stopviaMumbai,"5372"
52,Vistara,15/05/2022,NewDelhi,Bengaluru,11:40,17:45,1stopviaMumbai,"5372"
53,Vistara,15/05/2022,NewDelhi,Bengaluru,14:20,19:15,1stopviaMumbai,"5372"
54,AirIndia,15/05/2022,NewDelhi,Bengaluru,17:15,22:15,1stopviaHyderabad,"5378"
55,AirAsia,15/05/2022,NewDelhi,Bengaluru,16:05,20:40,1stopviaPune,"5391"
56,Vistara,15/05/2022,NewDelhi,Bengaluru,15:30,20:55,1stopviaMumbai,"5897"
57,SpiceJet,15/05/2022,NewDelhi,Bengaluru,06:15,08:50,Nonstop,"5982"
58,GoFirst,15/05/2022,NewDelhi,Bengaluru,14:00,19:05,1stopviaPune,"6037"
59,Vistara,15/05/2022,NewDelhi,Bengaluru,17:45,22:50,1stopviaMumbai,"6297"
60,SpiceJet,15/05/2022,NewDelhi,Bengaluru,16:35,19:45,Nonstop,"6402"
61,SpiceJet,15/05/2022,NewDelhi,Bengaluru,20:35,23:20,Nonstop,"6402"
62,Vistara,15/05/2022,NewDelhi,Bengaluru,14:45,19:30,1stopviaHyderabad,"6449"
63,Vistara,15/05/2022,NewDelhi,Bengaluru,14:45,19:30,1stopviaHyderabad,"6449"
64,IndiGo,15/05/2022,NewDelhi,Bengaluru,13:50,19:00,1stopviaVadodara,"6457"
65,Vistara,15/05/2022,NewDelhi,Bengaluru,11:10,16:00,1stopviaGoa,"6507"
66,GoFirst,15/05/2022,NewDelhi,Bengaluru,10:40,15:00,1stopviaGoa,"6951"
67,GoFirst,15/05/2022,NewDelhi,Bengaluru,10:20,14:50,1stopviaVaranasi,"8042"
68,Vistara,15/05/2022,NewDelhi,Bengaluru,14:15,17:05,Nonstop,"8265"
0,AirIndia,31/05/2022,NewDelhi,Bengaluru,07:10,13:15,1stopviaHyderabad,"3610"
1,AirIndia,31/05/2022,NewDelhi,Bengaluru,07:10,13:15,1stopviaHyderabad,"3610"
2,IndiGo,31/05/2022,NewDelhi,Bengaluru,07:55,13:10,1stopviaHyderabad,"3913"
3,IndiGo,31/05/2022,NewDelhi,Bengaluru,06:40,13:10,1stopviaHyderabad,"3913"
4,IndiGo,31/05/2022,NewDelhi,Bengaluru,13:00,18:05,1stopviaHyderabad,"3913"
5,IndiGo,31/05/2022,NewDelhi,Bengaluru,09:35,18:05,1stopviaHyderabad,"3913"
6,IndiGo,31/05/2022,NewDelhi,Bengaluru,23:15,09:30,1stopviaHyderabad,"3913"
7,IndiGo,31/05/2022,NewDelhi,Bengaluru,23:15,08:10,1stopviaHyderabad,"4123"
8,IndiGo,31/05/2022,NewDelhi,Bengaluru,21:15,08:10,1stopviaHyderabad,"4123"
9,AirIndia,31/05/2022,NewDelhi,Bengaluru,08:00,18:20,1stopviaMumbai,"4230"
10,AirIndia,31/05/2022,NewDelhi,Bengaluru,06:10,08:55,Nonstop,"4427"
11,AirIndia,31/05/2022,NewDelhi,Bengaluru,09:45,12:30,Nonstop,"4427"
12,AirIndia,31/05/2022,NewDelhi,Bengaluru,21:15,00:05,Nonstop,"4427"
13,AirIndia,31/05/2022,NewDelhi,Bengaluru,09:45,22:15,1stopviaHyderabad,"4461"
14,IndiGo,31/05/2022,NewDelhi,Bengaluru,02:30,05:20,Nonstop,"4500"
15,IndiGo,31/05/2022,NewDelhi,Bengaluru,04:15,07:00,Nonstop,"4500"
16,IndiGo,31/05/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
17,GoFirst,31/05/2022,NewDelhi,Bengaluru,05:50,08:35,Nonstop,"4500"
18,IndiGo,31/05/2022,NewDelhi,Bengaluru,07:20,10:10,Nonstop,"4500"
19,AirAsia,31/05/2022,NewDelhi,Bengaluru,08:00,10:40,Nonstop,"4500"
20,IndiGo,31/05/2022,NewDelhi,Bengaluru,08:20,11:05,Nonstop,"4500"
21,IndiGo,31/05/2022,NewDelhi,Bengaluru,09:15,12:00,Nonstop,"4500"
22,AirAsia,31/05/2022,NewDelhi,Bengaluru,09:35,12:25,Nonstop,"4500"
23,IndiGo,31/05/2022,NewDelhi,Bengaluru,12:00,14:45,Nonstop,"4500"
24,IndiGo,31/05/2022,NewDelhi,Bengaluru,15:30,18:15,Nonstop,"4500"
25,IndiGo,31/05/2022,NewDelhi,Bengaluru,18:20,21:15,Nonstop,"4500"
26,AirAsia,31/05/2022,NewDelhi,Bengaluru,18:35,21:30,Nonstop,"4500"
27,IndiGo,31/05/2022,NewDelhi,Bengaluru,19:30,22:25,Nonstop,"4500"
28,GoFirst,31/05/2022,NewDelhi,Bengaluru,20:30,23:25,Nonstop,"4500"
29,AirAsia,31/05/2022,NewDelhi,Bengaluru,20:45,23:35,Nonstop,"4500"
30,AirAsia,31/05/2022,NewDelhi,Bengaluru,21:25,00:15,Nonstop,"4500"
31,IndiGo,31/05/2022,NewDelhi,Bengaluru,22:50,01:35,Nonstop,"4500"
32,Vistara,31/05/2022,NewDelhi,Bengaluru,06:15,09:00,Nonstop,"4501"
33,Vistara,31/05/2022,NewDelhi,Bengaluru,08:05,10:50,Nonstop,"4501"
34,Vistara,31/05/2022,NewDelhi,Bengaluru,09:05,11:50,Nonstop,"4501"
35,Vistara,31/05/2022,NewDelhi,Bengaluru,14:15,17:05,Nonstop,"4501"
36,Vistara,31/05/2022,NewDelhi,Bengaluru,16:05,18:50,Nonstop,"4501"
37,Vistara,31/05/2022,NewDelhi,Bengaluru,17:35,20:25,Nonstop,"4501"
38,Vistara,31/05/2022,NewDelhi,Bengaluru,19:50,22:40,Nonstop,"4501"
39,Vistara,31/05/2022,NewDelhi,Bengaluru,20:40,23:20,Nonstop,"4501"
40,IndiGo,31/05/2022,NewDelhi,Bengaluru,21:20,00:05,Nonstop,"4748"
41,IndiGo,31/05/2022,NewDelhi,Bengaluru,13:50,19:00,1stopviaVadodara,"4800"
42,IndiGo,31/05/2022,NewDelhi,Bengaluru,13:50,19:00,1stopviaVadodara,"4800"
43,GoFirst,31/05/2022,NewDelhi,Bengaluru,02:40,07:45,1stopviaMumbai,"4837"
44,GoFirst,31/05/2022,NewDelhi,Bengaluru,10:55,16:30,1stopviaMumbai,"4837"
45,GoFirst,31/05/2022,NewDelhi,Bengaluru,18:20,00:10,1stopviaMumbai,"4837"
46,IndiGo,31/05/2022,NewDelhi,Bengaluru,17:30,23:30,1stopviaUdaipur,"5010"
47,IndiGo,31/05/2022,NewDelhi,Bengaluru,19:30,01:00,1stopviaHyderabad,"5029"
48,GoFirst,31/05/2022,NewDelhi,Bengaluru,09:00,16:10,1stopviaChandigarh,"5142"
49,AirAsia,31/05/2022,NewDelhi,Bengaluru,16:05,20:40,1stopviaPune,"5246"
50,AirAsia,31/05/2022,NewDelhi,Bengaluru,15:25,20:40,1stopviaPune,"5246"
51,Vistara,31/05/2022,NewDelhi,Bengaluru,11:40,17:45,1stopviaMumbai,"5372"
52,Vistara,31/05/2022,NewDelhi,Bengaluru,14:20,19:15,1stopviaMumbai,"5372"
53,AirIndia,31/05/2022,NewDelhi,Bengaluru,17:15,22:15,1stopviaHyderabad,"5378"
54,Vistara,31/05/2022,NewDelhi,Bengaluru,14:45,19:30,1stopviaHyderabad,"5414"
55,IndiGo,31/05/2022,NewDelhi,Bengaluru,14:35,21:25,1stopviaRaipur,"5435"
56,IndiGo,31/05/2022,NewDelhi,Bengaluru,17:40,23:35,1stopviaHyderabad,"5588"
57,Vistara,31/05/2022,NewDelhi,Bengaluru,06:00,10:45,1stopviaMumbai,"5674"
58,Vistara,31/05/2022,NewDelhi,Bengaluru,17:45,22:50,1stopviaMumbai,"5772"
59,GoFirst,31/05/2022,NewDelhi,Bengaluru,16:40,21:25,1stopviaLucknow,"5829"
60,Vistara,31/05/2022,NewDelhi,Bengaluru,12:50,17:45,1stopviaMumbai,"5897"
61,Vistara,31/05/2022,NewDelhi,Bengaluru,15:30,20:55,1stopviaMumbai,"5897"
62,SpiceJet,31/05/2022,NewDelhi,Bengaluru,06:15,08:50,Nonstop,"5982"
63,GoFirst,31/05/2022,NewDelhi,Bengaluru,10:40,15:00,1stopviaGoa,"6315"
64,SpiceJet,31/05/2022,NewDelhi,Bengaluru,16:35,19:45,Nonstop,"6402"
65,SpiceJet,31/05/2022,NewDelhi,Bengaluru,20:35,23:20,Nonstop,"6402"
66,GoFirst,31/05/2022,NewDelhi,Bengaluru,11:45,16:20,1stopviaVaranasi,"8042"
0,AirAsia,01/03/2022,NewDelhi,Goa,09:35,19:35,"2stopviaBengaluru,Hyderabad","7423"
1,AirAsia,01/03/2022,NewDelhi,Goa,09:35,19:35,"2stopviaBengaluru,Hyderabad","7423"
2,AirAsia,01/03/2022,NewDelhi,Goa,08:00,19:35,"2stopviaBengaluru,Hyderabad","7423"
3,AirAsia,01/03/2022,NewDelhi,Goa,20:45,07:00,1stopviaBengaluru,"7423"
4,AirAsia,01/03/2022,NewDelhi,Goa,19:00,07:00,1stopviaBengaluru,"7423"
5,SpiceJet,01/03/2022,NewDelhi,Goa,19:30,22:00,Nonstop,"7424"
6,SpiceJet,01/03/2022,NewDelhi,Goa,20:10,22:30,Nonstop,"7424"
7,SpiceJet,01/03/2022,NewDelhi,Goa,09:30,18:40,1stopviaPune,"7424"
8,SpiceJet,01/03/2022,NewDelhi,Goa,09:30,18:40,1stopviaPune,"7424"
9,GoFirst,01/03/2022,NewDelhi,Goa,06:00,20:10,1stopviaAhmedabad,"7424"
10,SpiceJet,01/03/2022,NewDelhi,Goa,19:45,01:00,1stopviaMumbai,"7424"
11,SpiceJet,01/03/2022,NewDelhi,Goa,18:55,01:00,1stopviaMumbai,"7424"
